Strike,Type,Latest,IV,Delta,Gamma,Theta,Vega,"IV Skew",Time
372.50,Put,61.77,48.02%,-0.69329083622125,0.0047296880291044,-0.1304737282862,0.52467742775231,+2.95%,08/21/26
375.00,Put,63.76,48.14%,-0.70274685646104,0.0046484346342303,-0.12815093738213,0.51697671950023,+3.07%,08/21/26
377.50,Put,65.78,48.28%,-0.71183282334982,0.0045649715686692,-0.12585919777169,0.50920098164545,+3.21%,08/21/26
380.00,Put,67.81,48.41%,-0.72075859265094,0.0044815374364592,-0.12342987092302,0.50119763536959,+3.34%,08/21/26
382.50,Put,69.86,48.54%,-0.72941171596797,0.0043972409406764,-0.12096702873546,0.49308820538584,+3.47%,08/21/26
385.00,Put,71.93,48.67%,-0.73778482224463,0.0043122676632493,-0.1184857072423,0.48490725442749,+3.60%,08/21/26
390.00,Put,76.11,48.92%,-0.7539160023795,0.0041423328791382,-0.11331531084977,0.46819935269616,+3.86%,08/21/26
395.00,Put,80.36,49.19%,-0.76899748961378,0.0039720596821278,-0.10811951516724,0.4514177330461,+4.12%,08/21/26
400.00,Put,84.67,49.47%,-0.7831226234681,0.0038031411872452,-0.10289081944112,0.43464501743529,+4.40%,08/21/26
410.00,Put,93.48,50.12%,-0.80822758085771,0.003473756386432,-0.092851252390272,0.40218696344654,+5.05%,08/21/26
412.50,Put,95.71,50.28%,-0.8140024745753,0.003394045335565,-0.09034633490428,0.39421887766855,+5.21%,08/21/26
420.00,Put,102.47,50.79%,-0.83003622514173,0.0031625402289734,-0.083045942099019,0.37105809908905,+5.72%,08/21/26
425.00,Put,107.03,51.15%,-0.83970593309476,0.0030153342168682,-0.078384755920074,0.35632246785402,+6.08%,08/21/26
430.00,Put,111.63,51.54%,-0.84858638302831,0.0028744772280745,-0.073933339723307,0.34225595146336,+6.47%,08/21/26
435.00,Put,116.26,51.93%,-0.85683467545172,0.0027398376626454,-0.069601648168543,0.32871422068695,+6.86%,08/21/26
440.00,Put,120.92,52.34%,-0.86444758699119,0.0026116810678462,-0.065441167401487,0.31579160885382,+7.27%,08/21/26
450.00,Put,130.33,53.23%,-0.87774715199751,0.0023760916762435,-0.057841689838384,0.2921872752599,+8.16%,08/21/26
460.00,Put,139.84,54.21%,-0.88881319421156,0.002167700602511,-0.051167662895337,0.27148467273779,+9.14%,08/21/26
470.00,Put,149.43,55.28%,-0.8980111467757,0.0019849267728066,-0.045351350207352,0.2534864918377,+10.21%,08/21/26
500.00,Put,178.57,59.05%,-0.91668077899165,0.001572579260537,-0.032989100225533,0.21451549613684,+13.98%,08/21/26
550.00,Put,227.83,66.70%,-0.93036326085134,0.0011914792353767,-0.024454964254047,0.18359789011771,+21.63%,08/21/26
600.00,Put,277.5,75.32%,-0.93398219358655,0.0010059561089224,-0.024882227305976,0.17504156354204,+30.25%,08/21/26
650.00,Put,327.37,84.28%,-0.93334566181932,0.00090674373618977,-0.030268859290989,0.17655882258349,+39.22%,08/21/26
800.00,Put,477.35,0.00%,-0.99155891519248,1.5758595475063E-6,0.082702646115489,0.00016896025994083,-45.07%,08/21/26
900.00,Put,577.35,0.00%,-0.99158269883995,1.5428057017365E-7,0.093099964354185,1.6541629792838E-5,-45.07%,08/21/26
"Downloaded from Barchart.com as of 08-23-2026 12:51am CDT"
